speech,top_keywords
3507,"συναιρουντα, θες, εμφαντικ, υποθηκευ, δηλωνουμ, πρεσπ, τετελες, δεχθουμ, αρνης, αμφισβητ, εκλεις, κατηγορηματικ, αρχ, συγκυρι, εκαστοτ, ανδρ, φρας, ψηφισουμ, παπανδρε, τελειωνω"
3508,"εξαγοραστηκ, συμφωνι, αλλαγ, εκβιαστηκ, γειτον, σλαβικ, θεοχαρ, καμμι, χειριστηκ, αρχηγ, περνους, σχηματισμ, συριζα, μιλης, επανελθω, 2018, στοχευ, επιλεγ, προιον, βλεπετ"
3509,"αστικ, βαλκανι, περιοχ, ιμπεριαλιστικ, γιουγκοσλαβικ, ταξ, πρεσπ, συμφωνι, ελληνικ, πρωην, νατ, μακεδονι, επεμβας, αντιτιθε, λα, αντιθες, οξυνς, θες, ελλαδ, ιστορικ"
3510,"σωματ, 817, 845, συμφωνι, εδραιως, 137, 900, εταιρικ, εργασι, λυετα, περιγραφοντα, ενδιαμες, 1995, 2019, παρασκευ, ληξ, ην, εθν, ιανουαρι, επιλυς"
3511,"συμφωνι, πατριδ, μακεδονι, μακεδον, εκπροσωπουντα, πρεσπ, επραξ, πραττ, δημοψηφισματ, δημοψηφισμ, ανεξαρτητ, επιθυμι, ηπειρ, εθνικ, ογδοντα, εδαφ, παραχωρης, μπορους, αιγαι, κριν"
3512,"καθιστ, προσπαθησετ, αφησω, επιτηδ, κατω, ηρεμ, ακουτ, επεισοδι, προκειτα"
3513,"αναμορφως, καλυπτ, προεκλογικ, παροχ, τυπ, συνολικ, χρειαζετα, κοινωνι, αναγκ"
3514,"υπερδεσμευς, αιτ, μετρ, περιφερ, προσδιοριστ, χρηματοδοτικ, ακριβει, αιγαι, βορει, αξιολογης, περιφερει, υπομετρ, εκχωρω, 16561000, 70242000, βαθμ, τελειως, επενδυς, νησιωτικοτητ, αγροτικ"
3515,"βενιζελ, αναγγειλ, κουμουτσακ, 00, διεξαχθ, φθασουμ, καμ, βραδ, 19, δωδεκα, δωσω, ειπαμ, παμ, αρχ"
3516,"υποχωρης, κατερχομα, καθομιλ, σταθειτ, επιτυχετ, αποδεχοντα, τεκν, σκεφτειτ, συμβιβασμ, μειοψηφι, συζητ, βηματ, πρωην, κριτικ, κανατ, συριζα, παραγωγ, διεθν, μελ, καμμι"
3517,"ομιλ, πανεπιστημι, επιχειρηματικ, αστικ, διατηρειτ, συστημ, πειραζετ, συνταγματοποιειτ, συνταγματ, συριζα, συμμαχι, συνταγματικ, αναλογικ, συστηματ, κατοχυρως, παρονομαστ, ισοσκελις, εκπαιδευς, προσαρμογ, κεφαλαι"
3518,"προτεινουμ, κρατ, δημοκρατι, θρησκευτικ, συνταγματικ, συνταγμ, κατοχυρως, κοινωνικ, προστασι, βασικ, εκκλησι, πλουραλιστικ, ανεξιθρησκι, αξι, ενισχυς, αγαθ, μεταναστ, ις, προτας, προστατευ"
3519,"χριστοφορ, γεωργαντ, βερναρδακ, κιλκ, επικρατει, γεωργι, αθην, δημοκρατι, νε"
3520,"κατευθυνς, συνοδευτ, συνεκτιμηθ, αντισταθμις, παρακαλες, αναγνωσω, δεσμευετα, 1200, 1300, διεξηχθ, επ, τηρησουμ, εμπεριεχ, φωτ, ψηφοδελτι, δευτερολεπτ, αξιοποι, ευχερει, υφ, προστεθ"
3521,"βοηθαω, βοηθατ, αγγλικ, επιχειρημ, καταλαβ, συμφωνι, νομικ, πραγματικ, οικονομικ, ελληνικ"
3522,"ακουσω, απαντης, περιμενω, επιχειρηματ, πληρ, θεματ, θες"
3523,"ακαδημαικ, ερευνητικ, ινστιτουτ, papers, πατεντ, ερευνητ, αναθες, χρηματοδοτης, κριτηρι, χρηματ, διαφανει, siemens, πληθωρ, προσκλης, 2020, ισοτιμ, 2019, σπουδ, επιστημον, περιθωρι"
3524,"αρμοδι, μεταφορικ, ισοδυναμ, πρωθυπουργ, ναυτιλι, κρητ, κρυβοντα, καταθεσω, διευθυνς, εξαιρες, απαντης, επικρατει, 4556, τυπο, τζανακοπουλ, εγγραφ, αρμοδιοτητ, κυβερνητικ, προσερχετα, προσεφυγ"
3525,"επιχειρης, πρατηρι, οδηγ, εξετας, αδει, μετρ, εκπαιδευτ, συμμορφωθ, αφαιρειτα, χωρι, χρονικ, λαβουμ, κανον, διαρκει, μπαιν, αποστας, 2019, οριστικως, ασφαλει, πλαισι"
3526,"αναδειχτηκ, εξεπληξ, ταλαιπωρ, καταγγειλ, θεματ, πραγματικ, οφειλω, καταφερ, δημοκρατι, απαντησω, αλλαξ, προσπαθ, ερχετα, κοινωνι, κοσμ, ουσιαστικ, προτας, νε"
3527,"εκπαιδευτικ, 8ο, εργαστηρ, αχαρν, οργανων, ιδρυμ, συμμετειχ, μαθητρι, καλωσοριζ, θεωρει, συνοδ, δημοτικ, δυτικ, ανακοινωσω, μαθητ, σχολει, παρακολουθ, ανω, προγραμμ, εικοσι"
3528,"ζητηματ, πληθ, τελειωσουμ, βαλατ, αγροτικ, παραγωγ, εργ, σχετικ, απαντης"
3529,"συμπορευτ, αντισταθ, λιμανι, καλουμ, καταψηφιζουμ, ανατροπ, κκε, τελειωνω, εργαζ, λα"
3530,"χρυσοστομ, κωνσταντινοπουλ, σμυρν, νωρις, κλεισετ, πληροφορηθ, γραφτηκ, τελειωσουμ, ανες, ενημερωθηκ, χρειαστ, μαθητρι, ξεναγηθηκ, καλωσοριζ, θεωρει, ομιλητ, κτηρι, συνοδ, δημοτικ, ενδεχομενως"
3531,"ξυδακ, ανδρε, συμπαραταξ, λοβερδ, νικολα, δωδεκα, συριζα, δημοκρατικ"
3532,"σωματ, 1103, 1800, λυετα, προσεχ, 2019, μαρτι, συναινες, γραμματ, αντικει, ελεγχ, εργασι, δε"
3533,"χαριτς, ερωτηθηκατ, δημοσχακ, τηρησετ, πολακ, ζητησω, ξανθ, ζητης, θεματ"
3534,"μεσοσταθμικ, 28, ακουστ, 30, γυρω, συμμετοχ, κοστ, ελλαδ"
3535,"λαμβανατ, σοβαρευτ, εκτιθεστ, βρισκεστ, υποστηριξουμ, δειξουμ, μπορουσαμ, κρισιμ, δρομ, απεναντι, φαινετα, επιτελ, πλευρ, δυστυχως, τουλαχιστ, σωστ, συστημ, ακομη, περισς, αποφας"
3536,"δημ, σοχ, χαριτς, βελβεντ, αιφνιδιαστικ, σερβι, κατατμης, νομοθετειτ, διασπας, υψομετρ, κριτηρι, σεβασμ, προχειρ, αποσπασματικ, υποσχες, εσωτερικ, διαδικασι, πληθυσμιακ, ζητημ, ιστορικ"
3537,"νοσοκομει, καρκιν, αυτοτελει, οργανισμ, εικοσι, υγει, εξετας, ινστιτουτ, διδυμοτειχ, 21, ειδικοτητ, κεελπν, κριτικ, καταστας, δημοσι, πανελλαδικ, ιατρ, τιν, μερικ, δεξι"
3538,"πολακ, επεσημαν, εκκαθαρις, 2018, πρω, πραγματικ, φυσικοθεραπευτ, συνοδευοτ, φερ, εξεδως, τριμην, κλινικ, 2019, πληρωμ, ισχ, καλως, 31, αποκαταστας, δικι, εφερ"
3539,"ψηφισω, σεβαστουμ, εκκλης, σπασετ, ευτελιστηκ, ευτελιζουμ, 1400, συζητιετα, υποχρεωνετ, ψηφιζετα, καταλαβατ, μεταφερετ, τηρησουμ, ευχαριστως, κατατιθετα, σπας, νομοθετουμ, τροπ, γραμματει, κλεινω"
3540,"αθλητισμ, λευκ, βιβλ, σωματει, ερασιτεχνικ, κερδ, φορολογι, μειων, διανεμ, κερδοφορι, λαικ, πλουτ, ενως, εφοπλιστ, πληρων, λα, βιομηχαν, παιδι, βι, ανταγωνισμ"
3541,"αερι, απελευθερως, φυσικ, δεπ, γεωθερμικ, κεφαλαι, μεταλλευτικ, ομιλ, κερδ, γεωθερμι, ηλεκτρικ, ιγμ, λαικ, εμπορι, καπιταλιστικ, συμφεροντ, ενεργει, υδρογονανθρακ, πορ, ελεγχ"
3542,"ασφαλις, ιδιωτικ, συστημ, νυχι, δημοσι, ταυτιζετα, πεισματικ, δοντι, εμπλακ, υπερασπιζετα, συγχαρητηρι, εμμον, αρνειτα, συμπληρωματικ, κκε, ρητ, επαγγελματικ, αποκλειστικ, αναλαβ, ταμει"
3543,"ικανοποι, συμπατριωτ, φθιωτιδ, ευχαριστησω, οστρακοαλι, στυλιδ, σαντορινι, μοχθης, ναυτ, γενετειρ, τοπ, καλυμν, συνομιλης, αλιευτικ, επιβαρυνθ, θερμ, ιδιαιτερως, απαντης, δουλεψ, επιτευχθ"
3544,"παναθηναικ, δουρ, μανδρ, γιαννακοπουλ, παπασπυρ, αθλητισμ, αξιωματ, θανας, εισαγγελε, ξεχας, πορισμ, διωξ, ελληνικ, καθηκοντ, ευθυν, οικογενει, κρατ, θρην, πιεστηρι, ρεν"
3545,"δεσμευθ, παπαηλι, συριγ, λαππ, προχωρουμ, συνεχισουμ, μεταφερ, ακουσαμ, δικι, αιτημ, ενταξ, σειρ, εκτος, θελ, τελευται"
3546,"λυμπερακ, ορκ, καλωσοριζω, νενομις, καλεισθ, προσελθετ, ορκωμοσι, αμυρ, επανερχετα, προηγηθ, δωσετ, θες"
3547,"2375, 2945, γελοι, 1800, θες, βρισκ, δινουμ, βρ, δωσετ"
3548,"ιπποδρομι, οπαπ, μισθωμ, διεξαγωγ, ιπποδρομ, διαγωνισμ, 2200000, συμβας, εργαζ, βλαπτικ, αμειβοντα, χρης, ορ, ιπποδρομιακ, μεταβολ, πλυντηρι, εκπιπτ, ωραι, διεθν, ερχετα"
3549,"δευτερολεπτ, εικοσι, δεκαεπτα, δημιουργουντα, φιλ, εντυπως, πενηντα, ενημερως, μιλης, απλως"
3550,"τσιαρ, αυλωνιτ, αναγνωστηκ, περιοδει, μετατεθηκ, αποδεσμευτ, ταξιδεψ, διευθετηθ, προηγουμενως, παραπον, κρινετ, θεσω, προγραμματις, οφειλω, θεωρης, ονοματ, δεχετα, κατοπιν, ομιλητ, επιτρεψτ"
3551,"αρνητικ, διαφορετικ, θετικ, κες, διατηρησουμ, σπας, εξειδικευς, ανεπτυξ, προτιθετα, ρυθμιζοντα, τμηματ, ανεφερ, μολις, ουσι, ζητηματ, σχετικ, δε, δημοκρατι"
3552,"καταλαβαινετ, μιλης, μιληστ, εξαντληθ, ξανθ, ακουτ, χρειαστ, φτας, ανοχ, οποτε, παραπανω, αντιστοιχ, εικοσι, εκτος, απλ"
3553,"τελει, δευτερολεπτ, τελειωσω, ξεχας, δωσετ, ενταξ, απλως, ελεγχ"
3554,"καταγγελλουμ, οικοδομης, ανοικει, φερνετ, συγκιν, εμπιστοσυν, παραιτηθηκ, ελληνοτουρκικ, ηθ, νομιμοποιης, μεθοδευς, εξωτερικ, πα, καμμι, κλεισω, παραβιας, ρυθμις, μετρ, θεματ, ηττηθηκ"
3555,"αχτσιογλ, ξενογιαννακοπουλ, υλοποι, εφ, καλω, επικρατει, συριζα, βημ, παρατηρης, σωστ"
3556,"ανεγνως, ανταποκριθουμ, εξεθες, ζωτικ, προεκυψ, αποφασιστικ, προγραμματικ, προκλης, βουλης, αποφασις, κινης, προκυπτ, γρηγορ, αντιμετωπιζ, μολις, καιρ, δηλως, ουσι, αντιμετωπις, χρειαζετα"
3557,"θατσερ, συγκεντρωτικ, δομ, αποδοθηκ, αναγωγ, κρατ, νεοφιλελευθερ, συνεβ, αντιλαμβανεστ, κλειστ, ιδιωτικοποιης, ιδιωτ, λοιπ, διακυβερνης, εξουσι, συμβαιν, αντιθετ, ισχυ, συνεχει, ακους"
3558,"καταχωριστ, 70α, απεσταλης, επιστολ, ονομ, προεδρει, ακους, κανονισμ, συμφων"
3559,"εξυπηρετειτ, αισθητικ, αυθαιρεσι, ηθ, νομιζετ, παντως, λαθ, κοινοβουλι"
3560,"αυγερινοπουλ, σκεφτειτ, συνεχισουμ, πρω, φυγ, παμ, πισω, υπαλληλ, ολοκληρ, δημοκρατι"
3561,"χατζηγιαννακ, συριγ, μαρκ, ετοιμαζετα, κλεισουμ, συνεπ, συριζα, μιλης, δημοκρατι"
3562,"πανεπιστημι, φοιτητ, ασυλ, σχολ, πανεπιστημιακ, καθηγητ, καλεσμ, ζω, βι, δημοσι, μαθηματ, γνως, πραγματικοτητ, ολοκληρ, φοιτητικ, μιλαμ, ιδρυματ, τελικ, γροθι, ναρκωτικ"
3563,"πιθανοτητ, επικρατει, πας, πληροφορηθ, συμβουλι, αντιμετωπ, παιχνιδι, ενωπιον, τεθ, βρεθ, φρας, κριν, εκλογικ, συνταγμ, χρονικ, ερωτημ, πισω, εκλογ, ισως, πα"
3564,"κατεπειγ, προθεσμι, φυτοπροστασι, παρατας, βιαζεστ, οδηγι, ζητημ, υπαχθ, ενσωματως, ουσι, αυγουστ, συμφωνης, ζητηματ, συμβουλι, ρυθμις, προσφυγ, αφης, κυρως, δικαστικως, ενσωματωναν"
3565,"16000, παραστατικ, βιαζεσα, τζιραρ, ελεγξτ, ηλιαχτιδ, ναυαρχ, εγγραφ, τσακιστ, μπιζν, παιρνω, παρτ, ψεματ, νομιμοτητ, καταθετω, ωραι, ακουστ, κερδ, καταθες, λεν"
3566,"προγραμματικ, συμβας, αρχ, παρακολουθησουμ, εταιρει, δεχομαστ, απαντης, νομικ, επισημανς, φυσικ, ελεγχ, διαπιστως, δωσετ, επαναλαβατ, προτιμουσαμ, βασιστειτ, ξανασκεφτειτ, παροτρυνουμ, χωρικ, αμφισβητησουμ"
3567,"οικογεν, ψεξω, κακοπληρωτ, κινηθειτ, δανειοληπτ, σκοπευετ, προσδιοριστ, προστατευσουμ, εμφανιζ, ενοχλ, ιδιοτητ, εννοω, ερωτω, προσεξτ, ασχετ, διαθετ, καταναλωτ, θητει, επικοινωνι, εξ"
3568,"σεβασμ, διαφυλαττουμ, υπεροψι, θεσμ, παραμεινετ, παρεμπιπτοντως, παριστα, μυστικ, συμπεριλαμβαν, θεμελι, κριθ, αξιοπιστι, ιουλι, κυρ, εβαλ, εμπιστοσυν, ελλειψ, συριζα, δυναμ, υποχρεως"
3569,"μπουρν, επαυξης, πα, κλεινουμ, αριθμητικ, δευτερολεπτ, αναλογικ, πρωτολογι, γραφ, 50, δευτερολογι, εικοσι, υπηρεσι"
3570,"πανακει, ευαισθητ, ευαισθησι, φαλαιν, εσωστρεφει, phone, οικολογι, μπουκαλ, πλαστικ, συννεφ, αρσεν, οικολογικ, παραλι, τουριστ, κλιματικ, πρασιν, ελλαδ, ξεκιν, τουρισμ, μιλατ"
3571,"πτωχευς, κοινοποιης, οαεδ, επιχειρης, συνδικ, καρυπιδ, απολυς, ορθ, εργασιακ, εγκλωβις, εργαζ, ανεργι, 2019, επιδοματ, προθεσμι, αιτημ, αποφας, πτωχευτικ, τυπ, περιπτως"
3572,"οργανισμ, γοεβ, αλφει, πηνει, εγγειοβελτιωτικ, κομμα, οριακ, οφειλ, ηλει, λογω, συνολ, εξοπλισμ, λειτουργικ, αδιεξοδ, καταστας, ρυθμις, οποιαδηποτ, προβληματ, ρωτουμ, χαρακτηρ"
3573,"σημαι, εκαβ, clawback, δημοσι, υγει, εοδ, νοσοκομ, αξι, επανασυστας, γενι, καπνισματ, φαρμακ, αποκαθιστουμ, οργανισμ, αριστει, στοχ, καπν, ρυθμις, δυνατα, προιοντ"
3574,"ανταγωνισμ, στειλω, καταγγελι, επιστολ, επιλαμβανετα, αυτεπαγγελτ, παρεμβαινουμ, αποφανθ, διαβεβαιω, φτιαξ, φακελ, προηγου, φανταζομα, κανονικ, φιλ, συμβουλ, διευθυντ, γραφει, καθολου, νομικ"
3575,"πολιτιστικ, μνημονι, προστασι, αγαθ, πολιτισμ, ην, παρανομ, αρχαιολογικ, λαθρανασκαφ, αμερικανικ, πολιτ, διεθν, επαναπατρισμ, κληρονομι, διακινης, ελληνικ, αρχαιοτητ, τεκμηριως, 2011, ανανεως"
3576,"σαντοριν, νοσοκομει, αναλαβατ, ολοκληρωθ, γυρω, διαδικασι, περιστατικ, εκατον, σχεδον, παγωσατ, χαρακτηρ, υποχρεωθηκαμ, εγκαινιαστηκ, ιουλ, κοσμημ, αεμ, πενηντα, μετατρεψουμ, δωρις, τοκετ"
3577,"αναπτυξιακ, ονομαστικοποιης, ενημερως, ρυθμις, 2028, εξορυξ, αντισταθμις, μες, ταχυδρομ, λιγνιτ, ελτ, επενδυς, ιδιωτ, παραγωγ, προνοι, υπηρεσι, αδιαφανει, καθολικ, προτζεκτ, νομοθεσι"
3578,"επενδυτικ, ψηφιακ, επενδυω, επενδυτ, περναμ, αδειοδοτης, θες, ελλαδ, δεκαδ, παρον, αναπτυξ, παραμεν, υλοποιης, αποθαρρυνς, εβδομηκοστ, αμφιβαλετ, ευρηματικ, δικαστηρι, καθυστερης, doing"
3579,"εργασι, αδειοδοτης, ψηφιακ, λειτουργ, χαρτ, θες, βιομηχανι, συλλογικ, ορ, δομης, αναπτυξιακ, δημιουργι, διαδικασι, επενδυτικ, αρμοδιοτητ, γεωχωρικ, επενδυς, επενδυτ, συντελεστ, επιχειρηματικ"
3580,"λιβανι, ηγουμενιδ, θεοδωρ, ηρακλει, ριζοσπαστικ, νικολα, συνασπισμ, αριστερ, διαθες, εσωτερικ, απαντης"
3581,"κατσαφαδ, βαρε, κωνσταντιν, ακολουθ, συριζα, δημοκρατι"
3582,"κουτσουμπ, γραμματε, κομμουνιστικ, κεντρικ, γενικ, ελλαδ"
3583,"γραφετα, τελειωσαμ, προεδρευ, παιρνετ, νομιζετ, ωραι, απολυτως, μπορειτ, διν"
3584,"ψυχολογ, σχολικ, ενισχυτικ, διδασκαλι, επαλ, υλοποιης, σχολει, νοης, εναλλακτικ, εκδοθ, εκπαιδευτικ, ιεπ, τηλεδιασκεψ, προετοιμαστ, συμβουλ, ενεργοποιηθ, καθηγητ, πιλοτικ, εκπαιδευς, εκδοθηκ"
3585,"ωριμανς, πομπ, μελετ, εγκαταστας, παρκ, ιστορικ, ερτ, μνημει, ιλι, telefunken, εργ, διατηρητε, ραδιοφωνι, παραδοθ, σχεδιασμ, επενδυς, αναδειξ, προγραμμ, 2019, 2018"
3586,"αχιλλει, εσπα, αποκαταστας, κτηρι, θυρωρει, οροφ, κερκυρ, εργασι, πολιτισμ, αναδειξ, εισοδ, παρουσιαζ, μνημ, φας, εργ, μπιαγκ, ανακτορικ, φεροντ, ενταχθεις, ξαναλειτουργης"
3587,"σωματ, 00, 1221, λυετα, 2019, νοεμβρι, 18, συναινες, γραμματ, 11, αντικει, ελεγχ, εργασι, δε"
3588,"αμετανοητ, μοντερν, λαθροδιακινητ, τοποθετειστ, ροπαλ, ευαισθητ, μπαχαλ, ακουσαμ, θεαμ, προσφερετ, καιρ, πον, τηλεοπτικ, ειπωθηκ, μεταναστ, ποιν, κωδικ, φλερταρετ, ιδεολογικοποιειτ, τσαπλ"
3589,"ασφαλει, ανομι, ακροδεξι, αριστερ, αποσυνδες, πολιτ, πανεπιστημι, αξιολογ, ολιγαρχ, συριζα, δημοκρατι, δημοσι, διαβασουμ, νε, δικαι, πληττετα, κλεινουμ, επιπον, διαστρεβλως, υπονομευς"
3590,"αραμπατζ, υπομον, παναγιωτοπουλ, ευχαριστησω, τροφιμ, καταλογ, κανονικ, αμεσως, παμ, αγροτικ, αναπτυξ"
3591,"παρελας, σοσιαλισμ, υπαρκτ, σχολικ, καθολου, κορε, σχιζοφρεν, παρανοικ, trump, θριαμβολογουμ, πλανηταρχ, καινοφαν, διαπομπευς, αναστασιαδ, κοσμι, καθυστερησω, κοριτσι, πλανητ, υορκ, χαιρομαστ"
3592,"νιαρχ, f16, σταυρ, αμυν, αναβαθμις, λακωνι, παναγιωτοπουλ, αμυντικ, τοπ, εθνικ, σημαντικ, ζητηματ, σπαρτ, αεροπορικ, εκαβ, βιομηχανι, παρεμβας, εφερ, υγει, διν"
3593,"μουλκιωτ, μεταλλουργικ, κυλης, κουδουν, μεταλλευτικ, 190, λαρκ, βοιωτι, νοεμβρ, χτυπης, αφηνετ, παρακαλους, 2019, εκδηλως, προγραμματισμ, κινηματ, 17, 11, συζητηθ, ενεργει"
3594,"υποφερ, αστυνομι, εξαρχει, πανεπιστημι, ασυλ, αθην, ακρ, ελ, αστυνομικ, 2011, προηγ, μηπως, υπεραντιδρ, τζοκερ, γκαζ, κρουσω, προασπιστ, προσανατολιστουμ, κινδυν, υπερψηφιστ"
3595,"τιμουμ, αγων, αγωνιστηκ, παιδι, πανεπιστημι, χουντ, αναφερουμ, προδως, εδως, δημοκρατι, μαχετα, καρεκλ, περιοδ, παγκοσμιοποιης, διν, ιωαννιδ, τιμης, χασαμ, σπας, χαθηκ"
3596,"αθλητισμ, ολυμπιακ, γηπεδ, οργουελ, φιλαθλ, χειραγωγης, αθλητ, βι, καταστατικ, αθλητικ, αγωνιζεσθα, πυροβολισμ, αποψ, εισερχετα, φιλοσοφ, γραμματει, ολυμπιονικ, ιδεωδ, νομικ, θεαμ"
3597,"ορθοδοξι, θρησκει, εναντιον, εκκλησι, κρατ, αυτονοητ, επικινδυν, πολιτ, θρησκευτικ, φιλελευθερ, λπ, ταυτοτητ, πιστ, ειδαμ, ακριβ, 16, ανθρωπ, ουδετεροθρησκ, πρωτοπα, συμπεριληπτικ"
3598,"κοινωνικ, συνταγματικ, δικαιωματ, παροχ, ασφαλις, νομοθετ, εγγυ, εισοδημ, 21, υγει, συνταγματ, διακρις, συνταγμ, 22, κρατ, συριζα, ελαχιστ, εργασιακ, αποτελ, εργασι"
3599,"βιλιαρδ, παπαναστας, κομμουνιστικ, αμεσως, οκτω, λυς, ελλαδ, ελληνικ"
3600,"ασχετ, παραπεμπ, ραφ, προτας, προσθηκ, βιβλι, τροποποι, εννομ, συνταγμ, 3408, 3075, δουλεψω, εκκρεμ, ταξ, εκμεταλλευ, 73, δομικ, κατρουγκαλ, παραβιαζετα, τροποποιης"
3601,"ευθυν, ποινικ, μεταχειρις, αρχοντ, εποχ, 86, ασκης, πραγματι, προνομιακ, πλατων, λεγ, μυθ, πραγματει, εμποδι, μορφ, κρον, μεγιστ, αρμοδιοτητ, πλαισι, διακρις"
3602,"ασυλι, 86, ποινικ, κυρ, αναθεωρης, βουλευτικ, θεσμ, 62, διωξ, σπιλως, ελληνικ, κοινωνι, βι, διαδικασι, συνταγμ, κοινοβουλι, αναθεωρητικ, δημοκρατι, σκοπιμοτητ, πλαισι"
3603,"στυλιανιδ, αδικηματ, κομματικ, ασυλι, βουλευτικ, ποινικ, 86, σωλην, διαπλοκ, γον, θητ, δημοκρατι, συριζα, καθηκοντ, προτας, προετοιμαζοντα, εκλογιμοτητ, ορι, εκλεχθηκ, προτεινουμ"
3604,"ασυλι, ποινικ, δημαρχ, εκλογικ, καθηκοντ, ασκης, αποσβεστικ, αδικηματ, βουλευτικ, ευθυν, πραξ, ποινικοποιης, προθεσμι, συστημ, καθιερων, τιμημ, στοιχειων, λαικισμ, προνομι, πελεκ"
3605,"διατυπως, καταληξαμ, συμφωνησατ, αξιοπρεπ, εγγυατα, διαβιως, κοινωνικ, καθολικ, διαβαζω, αγαθ, προσβας, πηραμ, διασφαλις, ιστορικ, πολιτει, επαναλαμβανω, απλως, επιπεδ, τελικ, ακομη"
3606,"συντηρητικ, φοβ, δημοκρατι, τρομαζ, επιεικει, συνταγματ, ομογενει, αναθεωρης, ελλην, δυναμ, αναδρομικ, ασυλι, κομματικ, σημεριν, εξουσι, βας, πολιτ, βουλης, ελληνικ, εκλογικ"
3607,"απορριψατ, προτας, δικαιωματ, συνταγμ, δημοκρατι, συνταγματικ, καταργης, συριζα, εκλογ, προτεινους, αντιλαικ, συνταγματ, πληρ, απαγορευς, αναθεωρης, αστικ, αρμοδιοτητ, ρολ, συμπτως, κρατ"
3608,"ανανεωσιμ, επιχειρης, ενεργει, καλουμαστ, πηγ, διαφων, παραγωγικοτητ, 2019, προσοχ, διασως, αγον, ανοιγμ, υψηλ, θυμομαστ, μετρ, ρευστοτητ, δε, ενεργειακ, καλω, εισαγ"
3609,"εκτακτ, καρο, αλογ, αποσυρθ, οργανικ, περιπτως, διαβουλευς, οριζετα, κατανομ, βαζετ, ιουνι, κωδικ, δικαστηρι, λεν, αναγκαι, ερωτημ, μπροστα, εκτος, αποτελεσμ, ενως"
3610,"διαμεσολαβης, δικαιοσυν, ζητηματ, ελαττωσαμ, διαδικασι, πραγματικ, πραγματικοτητ, θεσατ, αρει, ογδοηκοστ, παγ, θελατ, 196, μιλησουμ, απαντατα, παμ, φανταζομα, ξανθοπουλ, διαβας, κωδικ"
3611,"αστυνομι, παρακολουθης, επετει, διαδηλως, δρας, νεκρ, πολιτ, συμμετεχ, τελεσιγραφ, αναστασακ, εξτρεμισμ, επηρεαζεστ, μυθευματ, συγχε, ιδεασμ, ελαχιστ, εικασι, βρισκομ, ασφαλει, ενορκ"
3612,"φορολογικ, φπ, προβλεπετα, εισοδηματ, αγροτ, κινητρ, μειως, σχηματ, ελαφρυνς, διαγραφ, μειωνετα, εως, συντελεστ, αναστελλετα, 24, αλληλεγγυ, επιχειρης, εισαγοντα, θεσπιζετα, χαμηλ"
3613,"μειως, φορολογικ, ενισχυσουμ, εισοδηματ, αξιοπρεπει, υπογραμμισω, ενφι, νοικοκυρι, μεσαι, συντελεστ, αποδεικνυουμ, υπερφορολογης, εισφορ, κλαδ, αναπτυξιακ, προβλεψ, ανας, ελλην, ελληνιδ, σημαντικ"
3614,"digicom, προκαλεσετ, προσεχετ, τσακαλωτ, φερουμ, φορολογης, χρησιμοποιης, αντιρρης, παραπανω, απεναντι, ρυθμις, στοιχει"
3615,"οικονομ, βροχερ, διαγραψω, λογιαδ, μέρα25, συμφορης, μουλκιωτ, γεωργι, ερθ, συντυχακ, καλεσω, κρατησω, κυκλοφοριακ, αντιστροφ, συνεννοηθουμ, τσιπρ, συνεχισουμ, οποτε, σειρ, αθην"
3616,"εκλογικ, ελλην, εξωτερικ, εκλογ, επιστολικ, ασκης, ελλαδ, επικρατει, εκτος, περιορισμ, αποδημ, διαμον, συμμετοχ, προυποθες, νομικ, δικαιωματ, δικαιωμ, εξαλλου, μηνυμ, μεταναστ"
3617,"ιθαγενει, δικαι, αναθεωρης, αιματ, αποδημ, χρειαστηκ, συνταγματικ, περιορισμ, αναθεωρησαμ, συνταγματ, προτεινους, νομοθετ, λογω, δεκαετι, ελλην, εξωτερικ, αιων, ουσιαστικ, εκλογικ, συνταγμ"
3618,"ευρωπαικ, εκπροσωπης, ενως, περιφερ, αντιπροσωπευς, αυτοδιοικης, θεσμικ, αναπτυξ, τοπικ, προγραμμ, συνθες, υλοποιηθ, ουτως, εαπτ, θησε, εκλεχτηκ, νεοεκλεγ, ενπ, ευρ, δημ"
3619,"μιχαηλιδ, χι, ανδρ, συζητηθ, υπομενοντ, 304, επιστρεφουμ, ευγενει, ακαδημι, ανακλης, προχωρουμ, ναυτικ, νατ, 2019, ριζοσπαστικ, 2016, συνταξιουχ, εμπορικ, συνασπισμ, 12"
3620,"καταχωριζοντα, αποτυπωθηκ, τιτλοποιης, πιστωτικ, εγγυης, ιδρυματ, ηλεκτρονικ, παροχ, σελιδ, προγραμμ, αλλαγ, σημεριν, συστημ, θες, αρχ"
3621,"προκλητικοτητ, ενοπλ, πολεμικ, δυναμ, πατριδ, επιχειρησιακ, τουρκι, λιβυ, μεσογει, κρατηθ, σκαφ, τουρκικ, αεροπορι, ναυτικ, διεθν, πρωτοφαν, αποτελ, οποτε, ισχυρ, λοζαν"
3622,"εθνικ, αυτοσυγκρατης, στρατηγικ, πατριδ, διεθνιστικ, απαιτειτα, επιγνως, εθνικιστικ, δεδ, θεματ, ψευδαισθης, αμυν, υπευθυν, ηγεσι, συρρικνως, μιλαμ, αμυντικ, πατρ, συγκυρι, επιβιως"
